"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2164","Policy is accepted ""MembershipCredential""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2322","BusinessPartnerCreated event is published","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerCreatedEvent"
"","76","Policy is accepted ""Affiliates Region""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","67","Policy is accepted ""Data Usage End Date Definition""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","56","Policy is not accepted because definition is not correct ""Policy with unknown actions types""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","65","Policy is accepted ""Jurisdiction Location""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","76","Policy is accepted ""Data Frequency""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","19448","Verify all existing TPs related to an agreement are terminated upon its retirement","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","retireAgreement_shouldCloseTransferProcesses"
"","83","5.4.2.4 Verifier should reject an a presentation where a requested credential is missing","","2026-09-04","passed","2026-09-04","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_04_presentationResponse_emptyCredentials"
"","44","Policy is accepted ""Access policy with empty permission""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","6132","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody"
"","65","triggerDataTransfer_shouldFail_whenDataFlowIsNotInStartedState()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowIsNotInStartedState"
"","2067","transferMultipleFiles()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","transferMultipleFiles"
"","60","Policy is accepted ""Confidential Information Measures""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","62","Policy is not accepted because definition is not correct ""Usage policy with empty permission""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","50","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist"
"","5911","transferData_privateBackend_withConsumerDataPlane()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","9538","transferData_withSuspendResume()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withSuspendResume"
"","5770","Contract policy is fulfilled ""DataExchangeGovernance use case""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","58","Policy is accepted ""Liability""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","72","shouldFail_whenAccessPolicyDefinedAsContractPolicy()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.validators.ContractDefinitionPoliciesValidatorsTest","org.eclipse.tractusx.edc.tests.validators.ContractDefinitionPoliciesValidatorsTest","shouldFail_whenAccessPolicyDefinedAsContractPolicy"
"","55","Policy is accepted ""Affiliates Region (IS_ANY_OF, one element)""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2152","transferFile_success()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","transferFile_success"
"","82","refreshEdr_whenNotFound()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotFound"
"","49","Policy is accepted ""Warranty""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","35","discoveryShouldReturn400_ifRequestHasMissingProps()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn400_ifRequestHasMissingProps"
"","48","Policy is accepted ""Liability""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","60","Policy is not accepted because definition is not correct ""Access policy permission with not allowed constraints""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","208","Verify that the consumer receives only the offers he is permitted to (using BPN group validation)","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnGroup_shouldReturnOffer"
"","53","Policy is accepted ""Exclusive Usage""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","44","discoveryShouldReturn502_ifMetadaEndpointNotReachable()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn502_ifMetadaEndpointNotReachable"
"","603","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnLegacy_WithNamespace_shouldReject"
"","67","Policy is accepted ""Jurisdiction Location""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","64","Policy is accepted ""Empty Policy""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","34609","shouldTerminateTransfer_whenDataUsageEndDatePolicyExpires()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","shouldTerminateTransfer_whenDataUsageEndDatePolicyExpires"
"","5","verifyCorrectParticipantAgentId_forDsp2025(DataspaceProfileContextRegistry)","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyCorrectParticipantAgentId_forDsp2025"
"","5862","transferData_privateBackend()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend"
"","267","Verify that the consumer receives only the offers he is permitted to (using the new BPN validation)","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","requestCatalog_filteredByBpn_shouldReject"
"","44","Policy is not accepted because definition is not correct ""Usage policy obligation with not allowed constraints""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","240","discoveryShouldReturn2025DspParams_BpnAsIdentifier()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn2025DspParams_BpnAsIdentifier"
"","189","Consumer gets catalog from the provider. No constraints.","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","requestCatalog_fulfillsPolicy_shouldReturnOffer"
"","169031","assertDspCompatibility()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.tck.dsp.EdcCompatibilityPostgresTest","org.eclipse.tractusx.edc.tests.tck.dsp.EdcCompatibilityPostgresTest","assertDspCompatibility"
"","57","Policy is accepted ""DataExchangeGovernance use case""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","52","refreshEdr_whenNotAuthorized()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotAuthorized"
"","1350","The authentication token misses required claims: audience","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidAuthenticationToken_missingAudience"
"","1429","The authentication token has a invalid id","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidTokenId"
"","33","Verifier should resolve the DID from the prover's ID token","","2026-09-04","passed","2026-09-04","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","presentationResponse_endpointDiscovery"
"","67","Verify HTTP 403 response when refreshing the token is not allowed","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_unauthorized"
"","145","discoveryShouldReturn400_whenNoProtocolsAvailable()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn400_whenNoProtocolsAvailable"
"","106","BusinessPartnerDeleted event is published","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerDeletedEvent"
"","14153","transferData_withTerminate()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_withTerminate"
"","2448","The Authorization header is missing","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_missingAuthHeader"
"","7796","httpPushDataTransfer_withLegacyUsagePolicy()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp2025to2025","httpPushDataTransfer_withLegacyUsagePolicy"
"","5774","Contract policy is fulfilled ""DataExchangeGovernance use case""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","47","Policy is not accepted because definition is not correct ""Usage policy permission with not allowed constraints""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","39119","Catalog with 1000 offers","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_of1000Assets_shouldContainAll"
"","797","triggerDataTransfer_shouldFail_whenDataFlowIsNotPushFlowType()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowIsNotPushFlowType"
"","58","Expect the Catalog request to fail if a requested credential is missing","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenRequestedCredentialMissing"
"","46","Policy is not accepted because definition is not correct ""Access Policy with prohibition rule""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","2126","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success(Vault)","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success"
"","17349","Malicious actor should not impersonate a consumer sending a valid consumer VP","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","shouldNotImpersonateConsumer_withConsumerPresentation"
"","85","Policy is accepted ""Affiliates Region""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","72","5.4.2.2 Verifier should accept a presentation response message that contains more credentials than requested","","2026-09-04","passed","2026-09-04","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_02_presentationResponse_tooManyCredentials"
"","2070","transferFile_s3ToAzureMultipleFiles(Vault)","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles"
"","47","Policy is accepted ""Warranty Duration Months""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","69","Policy is accepted ""Liability""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","50","Policy is accepted ""Enforce data usage end date 1 day in the future""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","10206","transferFile_success()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","transferFile_success"
"","1580","4.3.3 Verify invalid access token - nbf in future","","2026-09-04","passed","2026-09-04","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenNbfInFuture"
"","65","Policy is accepted ""Warranty""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","52","Policy is not accepted because definition is not correct ""Policy with unknown actions types""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","2073","transferFolder_targetFolderNotExists_shouldCreate(Vault)","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFolder_targetFolderNotExists_shouldCreate"
"","48","Policy is not accepted because definition is not correct ""Usage policy prohibition with not allowed constraints""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","17243","transferData_withTerminate()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withTerminate"
"","10337","azureBlobPush_containerNotExist()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_containerNotExist"
"","110","Policy is accepted ""MembershipCredential""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","3783","Run TCK Presentation Flow tests","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.tck.dcp.DcpPresentationFlowTest","org.eclipse.tractusx.edc.tests.tck.dcp.DcpPresentationFlowTest","runPresentationFlowTests"
"","53","4.3.3 Verify invalid access token - sub does not match DID document id","","2026-09-04","passed","2026-09-04","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenIncorrectSub"
"","72","Policy is accepted ""Data Usage End Duration Days""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","41","Policy is accepted ""Enforce data usage end date 1 second in the future""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","71","Policy is accepted ""Affiliates BPNL""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","29","discoveryShouldReturn2025DspParams_DidAsIdentifier()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn2025DspParams_DidAsIdentifier"
"","47","5.4.2.1 Verifier should reject a presentation response message that contains a different credential than requested","","2026-09-04","passed","2026-09-04","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_01_presentationResponse_tooFewCredentials"
"","100","4.3.1 Verifier should reject an ID token that does not contain an access token","","2026-09-04","passed","2026-09-04","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_01_presentationResponse_idTokenNoTokenClaim"
"","11870","transferFile_withBucketCreation_success()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","transferFile_withBucketCreation_success"
"","1381","Refresh token is empty (missing)","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","9986","kafkaPullTransfer_consumerReceivesMessages()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.KafkaPullEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.KafkaPullEndToEndTest","kafkaPullTransfer_consumerReceivesMessages"
"","51","Policy is not accepted because definition is not correct ""Access policy permission with not allowed constraints""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","47","Policy is accepted ""Access policy with empty permission""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","60","4.3.3 Verify invalid access token - expired","","2026-09-04","passed","2026-09-04","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenExpired"
"","14322","kafkaPullTransfer_terminationRevokesToken()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.transfer.KafkaPullEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.KafkaPullEndToEndTest","kafkaPullTransfer_terminationRevokesToken"
"","49","Policy is accepted ""Business Partner Group""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","13837","shouldTransferOneGbFile()","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","shouldTransferOneGbFile"
"","106","5.4.3.6 Verifier should reject Presentations where at least 1 credential is revoked/suspended","","2026-09-04","passed","2026-09-04","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_06_presentationResponse_credentialRevoked"
"","47","5.4.3 Verifier should reject Presentations where the holder does not match the credentialSubject.id","","2026-09-04","passed","2026-09-04","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_presentationResponse_holderNotEqualSubjectId"
"","52","Policy is not accepted because definition is not correct ""Policy with mutually exclusive constraints""","","2026-09-04","passed","2026-09-04","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
